#	Type	Area(m²)	Azimuth(°)	Altitude(°)	SVF(-)	GVF(-)
43(43):366	Wall	25.2716	305.747	0	0.398183	0.390837
43(43):367	Wall	37.6264	273.17	0	0.476041	0.467688
43(43):368	Wall	32.9956	184.6	0	0.184551	0.184572
43(43):369	Wall	47.3603	273.705	0	0.291626	0.285228
43(43):370	Wall	35.6689	2.33353	0	0.197148	0.194543
43(43):371	Wall	59.5164	273.908	0	0.418668	0.411337
43(43):372	Wall	29.2748	2.75903	0	0.276291	0.282737
43(43):373	Wall	65.5676	273.582	0	0.487411	0.480261
43(43):374	Wall	29.2755	182.759	0	0.292629	0.293044
43(43):375	Wall	60.7265	273.838	0	0.427329	0.422519
43(43):376	Wall	31.1725	184.847	0	0.189964	0.190225
43(43):377	Wall	32.7837	273.582	0	0.264942	0.265289
43(43):378	Wall	24.7098	3.19766	0	0.147252	0.15419
43(43):379	Wall	15.7868	273.704	0	0.461293	0.456529
43(43):380	Wall	7.41238	9.80026	0	0.231905	0.227651
43(43):381	Wall	26.6869	272.349	0	0.489172	0.484868
43(43):382	Wall	35.965	251.092	0	0.458367	0.456248
43(43):383	Wall	31.338	302.056	0	0.441483	0.435536
43(43):384	Wall	33.9943	273.468	0	0.492789	0.489005
43(43):385	Wall	169.38	183.668	0	0.499389	0.499501
43(43):386	Wall	42.5199	94.0836	0	0.439348	0.441258
43(43):387	Wall	15.5386	180.386	0	0.378223	0.382844
43(43):388	Wall	21.8983	95.1759	0	0.46234	0.464845
43(43):389	Wall	20.1462	3.83563	0	0.0984147	0.0984
43(43):390	Wall	24.3154	94.6964	0	0.221902	0.234293
43(43):391	Wall	34.8191	184.379	0	0.232901	0.236097
43(43):392	Wall	69.2534	94.1697	0	0.458073	0.460614
43(43):393	Wall	15.5859	184.846	0	0.346513	0.355632
43(43):394	Wall	195.603	94.1367	0	0.471346	0.47589
43(43):395	Wall	18.3216	4.17963	0	0.263438	0.278815
43(43):396	Wall	93.51	93.748	0	0.444524	0.454686
43(43):397	Wall	31.1725	4.84656	0	0.23476	0.260407
43(43):398	Wall	69.2534	94.1691	0	0.390989	0.405313
43(43):399	Wall	165.805	4.15866	0	0.338474	0.384853
43(43):400	Wall	32.8474	275.175	0	0.470114	0.461168
43(43):364	Roof	839.428	0	90	0.999295	0
40(40):403	Wall	341.053	94.7647	0	0.318376	0.317552
40(40):404	Wall	141.644	4.80179	0	0.483642	0.484946
40(40):405	Wall	43.7298	273.98	0	0.32763	0.318721
40(40):406	Wall	57.7003	3.9978	0	0.371912	0.376382
40(40):407	Wall	368.461	274.866	0	0.477033	0.458421
40(40):408	Wall	43.9121	2.75739	0	0.273905	0.275266
40(40):409	Wall	138.64	274.922	0	0.471828	0.434911
